# Disclaimer - You may not use this list without acceptance of the below:
#
# The following IP addresses have been detected performing TCP SYN to 206.82.85.196/30 to a non-listening service or daemon.
# No assertion is made, nor implied, that any of the below listed IP addresses are accurate, malicious, hostile, or engaged in nefarious acts.
# Use this list at your own risk.  By using this list in any capacity or capability you release all claims of damages and shall not hold or perceive any
# liability against the publisher for:  damage, unexpected events or results, decision, or reputation damage, even those resulting from wilful
# or intentional neglect.
#
# No claims made against this data shall be honored; no assertions have been made about the quality, accuracy, usability, actionability,
# reputation, merit, or hostility of the below findings.
#
# If you feel that an IP address is inaccurately listed below please contact me at any RFC822 6.3, RFC1123 5.2.7, or RFC2821 4.5.1
# address associated with this domain; the below findings are soley fed by TCP SYN which is trivial to forge/spoof; no SYN-ACK/ACK 
# validation has been performed on the below IPv4 addresses, however, the honeypot does SYN-ACK..
#
# This list may not be included in any 'for-sale' component and may not be included in pay-wall subscription-based services except
# for organizations that I have explicitly given permission to by E-Mail which has been GPG signed using Key ID 0x37085D70.
#
# Changelog:
#     Fri Jan 10 2014 - A significant bug in Honeypot generation accuracy was found on Fri Jan 10 15:02 CST, prior entries in this list should be discarded.
#     Fri Jan 24 2014 - Added cumulative honeypot hit count of an IP seen across all days.  This will take effect for existing IPs forward-going.
#     Tue Jan 28 2014 - Corrected issue with cumulative hit count incrementing properly if the IP previously had a cumulative value.
#     Tue Feb 18 2014 - Sigh, failed to correctly shard the Mongo collection the first time.  Dumped the collection and resharded, this list was purged on Feb 18 2014.
#     Tue Feb 27 2014 - This list is now 48 hours (172800 seconds) of rolling data.
#     Fri Jun 20 2014 - Oops, sorry about the lack of updates since Jun 16 2014, the collection expanded nearly ten fold in number of IPs due to additional feeds and I needed to update the query timeout values.
#     Sat Jun 21 2014 - Time for some necessary indexes -- db.findings.createIndex({ 'packetmail_honeypot' : 1 }, { 'background' : 1 }); db.findings.createIndex({ 'packetmail_honeypot.last_seen' : 1 }, { 'background' : 1 });
#     Mon Mar 23 2015 - Fixed typo in field definitions.
#
# This list was last updated on Fri Oct 30 02:00:02 2015
#
# IP; last_seen; context; cumulative history
46.116.105.216; 2015-10-29 10:42:17; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 7
115.134.100.40; 2015-10-29 10:45:56; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 7
64.125.239.132; 2015-10-29 10:53:09; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 36
222.186.190.71; 2015-10-29 10:54:52; Honeypot hits in 3600 hash-collection seconds: 3; Cumulative honeypot hits for IP over all days: 41
180.97.215.187; 2015-10-29 11:00:09; Honeypot hits in 3600 hash-collection seconds: 3; Cumulative honeypot hits for IP over all days: 21
179.61.93.206; 2015-10-29 11:04:21; Honeypot hits in 3600 hash-collection seconds: 11; Cumulative honeypot hits for IP over all days: 6278
121.12.125.51; 2015-10-29 11:08:50; Honeypot hits in 3600 hash-collection seconds: 7; Cumulative honeypot hits for IP over all days: 59
210.219.173.151; 2015-10-29 11:09:17; Honeypot hits in 3600 hash-collection seconds: 39; Cumulative honeypot hits for IP over all days: 8566
202.152.1.232; 2015-10-29 11:11:47; Honeypot hits in 3600 hash-collection seconds: 3; Cumulative honeypot hits for IP over all days: 786
120.236.25.66; 2015-10-29 11:15:48; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 3
58.125.195.136; 2015-10-29 11:16:01; Honeypot hits in 3600 hash-collection seconds: 9; Cumulative honeypot hits for IP over all days: 111
66.96.193.39; 2015-10-29 11:16:41; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 7
141.212.122.134; 2015-10-29 11:18:16; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 16
92.42.131.227; 2015-10-29 11:22:40; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 7
93.174.93.130; 2015-10-29 11:25:00; Honeypot hits in 3600 hash-collection seconds: 29; Cumulative honeypot hits for IP over all days: 3822
211.202.3.90; 2015-10-29 11:25:35; Honeypot hits in 3600 hash-collection seconds: 39; Cumulative honeypot hits for IP over all days: 5998
47.17.245.28; 2015-10-29 11:26:32; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 7
200.125.162.182; 2015-10-29 11:30:04; Honeypot hits in 3600 hash-collection seconds: 9; Cumulative honeypot hits for IP over all days: 111
76.249.253.54; 2015-10-29 11:55:01; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 7
40.135.233.14; 2015-10-29 12:01:13; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 3
119.247.132.148; 2015-10-29 12:05:27; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 7
1.234.7.204; 2015-10-29 12:22:42; Honeypot hits in 3600 hash-collection seconds: 29; Cumulative honeypot hits for IP over all days: 1506
195.211.154.179; 2015-10-29 12:24:26; Honeypot hits in 3600 hash-collection seconds: 28; Cumulative honeypot hits for IP over all days: 16344
222.186.56.39; 2015-10-29 12:26:18; Honeypot hits in 3600 hash-collection seconds: 36; Cumulative honeypot hits for IP over all days: 2795
222.186.160.108; 2015-10-29 12:26:45; Honeypot hits in 3600 hash-collection seconds: 3; Cumulative honeypot hits for IP over all days: 21
85.236.191.80; 2015-10-29 12:31:39; Honeypot hits in 3600 hash-collection seconds: 3; Cumulative honeypot hits for IP over all days: 21
84.15.164.137; 2015-10-29 12:40:38; Honeypot hits in 3600 hash-collection seconds: 5; Cumulative honeypot hits for IP over all days: 31
62.94.195.167; 2015-10-29 12:53:44; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 7
93.171.205.11; 2015-10-29 12:54:59; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 3
80.82.78.100; 2015-10-29 13:14:50; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 52
188.138.17.205; 2015-10-29 13:17:19; Honeypot hits in 3600 hash-collection seconds: 3; Cumulative honeypot hits for IP over all days: 2021
5.167.77.210; 2015-10-29 13:19:50; Honeypot hits in 3600 hash-collection seconds: 9; Cumulative honeypot hits for IP over all days: 111
36.96.125.121; 2015-10-29 13:27:27; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 7
61.160.194.103; 2015-10-29 13:29:01; Honeypot hits in 3600 hash-collection seconds: 31; Cumulative honeypot hits for IP over all days: 5414
64.125.239.170; 2015-10-29 13:36:22; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 23
222.186.51.61; 2015-10-29 13:45:25; Honeypot hits in 3600 hash-collection seconds: 4; Cumulative honeypot hits for IP over all days: 31
114.119.37.86; 2015-10-29 13:52:15; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 42
222.170.96.112; 2015-10-29 13:52:41; Honeypot hits in 3600 hash-collection seconds: 9; Cumulative honeypot hits for IP over all days: 111
71.192.146.36; 2015-10-29 13:58:24; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 7
116.255.211.134; 2015-10-29 14:05:12; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 20
185.25.151.159; 2015-10-29 14:05:56; Honeypot hits in 3600 hash-collection seconds: 9; Cumulative honeypot hits for IP over all days: 2817
172.98.67.47; 2015-10-29 14:09:19; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 3
61.147.103.74; 2015-10-29 14:18:53; Honeypot hits in 3600 hash-collection seconds: 19; Cumulative honeypot hits for IP over all days: 317
123.143.119.35; 2015-10-29 14:19:56; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 483
158.69.208.175; 2015-10-29 14:20:03; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 7
222.186.56.52; 2015-10-29 14:21:55; Honeypot hits in 3600 hash-collection seconds: 11; Cumulative honeypot hits for IP over all days: 131
52.19.108.45; 2015-10-29 14:28:36; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 7
37.203.214.106; 2015-10-29 14:30:07; Honeypot hits in 3600 hash-collection seconds: 11; Cumulative honeypot hits for IP over all days: 2764
173.13.131.125; 2015-10-29 14:32:02; Honeypot hits in 3600 hash-collection seconds: 3; Cumulative honeypot hits for IP over all days: 21
118.219.232.180; 2015-10-29 14:33:23; Honeypot hits in 3600 hash-collection seconds: 15; Cumulative honeypot hits for IP over all days: 3794
46.166.160.136; 2015-10-29 14:33:46; Honeypot hits in 3600 hash-collection seconds: 11; Cumulative honeypot hits for IP over all days: 87
222.186.34.74; 2015-10-29 14:34:28; Honeypot hits in 3600 hash-collection seconds: 79; Cumulative honeypot hits for IP over all days: 102363
188.214.128.21; 2015-10-29 14:37:29; Honeypot hits in 3600 hash-collection seconds: 11; Cumulative honeypot hits for IP over all days: 87
183.147.199.236; 2015-10-29 14:43:45; Honeypot hits in 3600 hash-collection seconds: 7; Cumulative honeypot hits for IP over all days: 53
89.248.167.162; 2015-10-29 14:45:47; Honeypot hits in 3600 hash-collection seconds: 25; Cumulative honeypot hits for IP over all days: 502
124.119.80.218; 2015-10-29 14:50:28; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 38
209.207.233.57; 2015-10-29 14:57:35; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 7
67.0.156.158; 2015-10-29 14:57:45; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 7
118.222.233.8; 2015-10-29 15:01:41; Honeypot hits in 3600 hash-collection seconds: 9; Cumulative honeypot hits for IP over all days: 111
193.189.117.196; 2015-10-29 15:04:00; Honeypot hits in 3600 hash-collection seconds: 44; Cumulative honeypot hits for IP over all days: 1146
43.229.53.89; 2015-10-29 15:10:52; Honeypot hits in 3600 hash-collection seconds: 9; Cumulative honeypot hits for IP over all days: 1786
1.235.5.137; 2015-10-29 15:13:39; Honeypot hits in 3600 hash-collection seconds: 5; Cumulative honeypot hits for IP over all days: 43
222.186.34.238; 2015-10-29 15:16:53; Honeypot hits in 3600 hash-collection seconds: 5; Cumulative honeypot hits for IP over all days: 55
119.201.166.93; 2015-10-29 15:21:48; Honeypot hits in 3600 hash-collection seconds: 9; Cumulative honeypot hits for IP over all days: 111
222.187.224.158; 2015-10-29 15:39:17; Honeypot hits in 3600 hash-collection seconds: 5; Cumulative honeypot hits for IP over all days: 31
54.67.32.208; 2015-10-29 15:40:00; Honeypot hits in 3600 hash-collection seconds: 7; Cumulative honeypot hits for IP over all days: 43
95.20.61.114; 2015-10-29 15:42:06; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 7
59.46.193.125; 2015-10-29 15:50:03; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 12
59.46.193.114; 2015-10-29 15:50:03; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 4
219.90.120.178; 2015-10-29 15:54:05; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 7
89.248.174.117; 2015-10-29 15:58:52; Honeypot hits in 3600 hash-collection seconds: 7; Cumulative honeypot hits for IP over all days: 97
27.226.190.202; 2015-10-29 16:00:46; Honeypot hits in 3600 hash-collection seconds: 9; Cumulative honeypot hits for IP over all days: 111
173.199.65.19; 2015-10-29 16:10:07; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 3
111.112.242.188; 2015-10-29 16:10:25; Honeypot hits in 3600 hash-collection seconds: 9; Cumulative honeypot hits for IP over all days: 111
189.34.218.153; 2015-10-29 16:21:03; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 7
64.125.239.25; 2015-10-29 16:28:47; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 31
185.25.148.240; 2015-10-29 16:31:54; Honeypot hits in 3600 hash-collection seconds: 4; Cumulative honeypot hits for IP over all days: 38
119.193.148.226; 2015-10-29 16:35:25; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 3
95.22.228.0; 2015-10-29 16:47:14; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 7
74.125.40.55; 2015-10-29 16:51:00; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 40
218.4.117.26; 2015-10-29 17:15:12; Honeypot hits in 3600 hash-collection seconds: 9; Cumulative honeypot hits for IP over all days: 162
222.186.190.55; 2015-10-29 17:17:11; Honeypot hits in 3600 hash-collection seconds: 15; Cumulative honeypot hits for IP over all days: 465
222.186.21.180; 2015-10-29 17:23:42; Honeypot hits in 3600 hash-collection seconds: 7; Cumulative honeypot hits for IP over all days: 6587
141.212.122.110; 2015-10-29 17:24:55; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 3
141.212.122.111; 2015-10-29 17:24:55; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 4
141.212.122.96; 2015-10-29 17:24:56; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 59
167.114.100.229; 2015-10-29 17:36:29; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 399
200.129.69.25; 2015-10-29 17:45:16; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 7
187.52.3.100; 2015-10-29 17:48:41; Honeypot hits in 3600 hash-collection seconds: 13; Cumulative honeypot hits for IP over all days: 739
141.212.122.115; 2015-10-29 17:51:11; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 4
78.93.247.94; 2015-10-29 17:53:34; Honeypot hits in 3600 hash-collection seconds: 10; Cumulative honeypot hits for IP over all days: 8413
160.218.98.63; 2015-10-29 17:56:36; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 3
121.40.108.222; 2015-10-29 18:04:38; Honeypot hits in 3600 hash-collection seconds: 3; Cumulative honeypot hits for IP over all days: 21
169.45.161.177; 2015-10-29 18:09:11; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 7
89.248.174.55; 2015-10-29 18:14:20; Honeypot hits in 3600 hash-collection seconds: 3; Cumulative honeypot hits for IP over all days: 36
94.102.51.34; 2015-10-29 18:14:29; Honeypot hits in 3600 hash-collection seconds: 12; Cumulative honeypot hits for IP over all days: 581
64.125.239.66; 2015-10-29 18:20:00; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 7
14.27.50.29; 2015-10-29 18:42:32; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 7
198.61.234.161; 2015-10-29 19:01:47; Honeypot hits in 3600 hash-collection seconds: 3; Cumulative honeypot hits for IP over all days: 12
114.43.3.191; 2015-10-29 19:10:56; Honeypot hits in 3600 hash-collection seconds: 4; Cumulative honeypot hits for IP over all days: 10
114.43.12.211; 2015-10-29 19:12:20; Honeypot hits in 3600 hash-collection seconds: 8; Cumulative honeypot hits for IP over all days: 36
114.43.12.23; 2015-10-29 19:12:59; Honeypot hits in 3600 hash-collection seconds: 8; Cumulative honeypot hits for IP over all days: 36
77.88.118.177; 2015-10-29 19:16:15; Honeypot hits in 3600 hash-collection seconds: 4; Cumulative honeypot hits for IP over all days: 13
185.100.84.253; 2015-10-29 19:17:10; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 16
89.248.167.130; 2015-10-29 19:19:18; Honeypot hits in 3600 hash-collection seconds: 4; Cumulative honeypot hits for IP over all days: 13
120.25.214.77; 2015-10-29 19:22:02; Honeypot hits in 3600 hash-collection seconds: 73; Cumulative honeypot hits for IP over all days: 4489
95.62.169.154; 2015-10-29 19:35:46; Honeypot hits in 3600 hash-collection seconds: 6; Cumulative honeypot hits for IP over all days: 94
192.3.191.10; 2015-10-29 19:36:11; Honeypot hits in 3600 hash-collection seconds: 3; Cumulative honeypot hits for IP over all days: 25
59.127.101.191; 2015-10-29 19:37:14; Honeypot hits in 3600 hash-collection seconds: 4; Cumulative honeypot hits for IP over all days: 10
120.132.50.66; 2015-10-29 19:37:24; Honeypot hits in 3600 hash-collection seconds: 5; Cumulative honeypot hits for IP over all days: 69
116.58.233.185; 2015-10-29 19:38:17; Honeypot hits in 3600 hash-collection seconds: 4; Cumulative honeypot hits for IP over all days: 10
60.172.246.77; 2015-10-29 19:38:21; Honeypot hits in 3600 hash-collection seconds: 8; Cumulative honeypot hits for IP over all days: 36
222.186.59.206; 2015-10-29 19:43:37; Honeypot hits in 3600 hash-collection seconds: 5; Cumulative honeypot hits for IP over all days: 24
216.218.206.86; 2015-10-29 19:44:04; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 88
222.186.56.32; 2015-10-29 19:44:10; Honeypot hits in 3600 hash-collection seconds: 12; Cumulative honeypot hits for IP over all days: 4091
216.218.206.66; 2015-10-29 19:45:10; Honeypot hits in 3600 hash-collection seconds: 9; Cumulative honeypot hits for IP over all days: 1465
120.85.201.9; 2015-10-29 19:46:58; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 1
112.94.170.67; 2015-10-29 19:47:10; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 1
112.94.172.23; 2015-10-29 19:47:11; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 1
120.85.200.218; 2015-10-29 19:47:12; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 1
112.94.190.135; 2015-10-29 19:47:15; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 1
120.85.201.219; 2015-10-29 19:47:16; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 3
120.85.202.161; 2015-10-29 19:47:18; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 1
58.248.199.246; 2015-10-29 19:47:19; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 3
120.85.201.27; 2015-10-29 19:47:19; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 1
58.248.196.119; 2015-10-29 19:47:20; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 1
120.85.200.12; 2015-10-29 19:47:21; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 1
58.249.65.201; 2015-10-29 19:47:25; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 3
112.94.184.150; 2015-10-29 19:47:25; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 3
218.107.21.100; 2015-10-29 19:47:26; Honeypot hits in 3600 hash-collection seconds: 3; Cumulative honeypot hits for IP over all days: 6
218.107.22.107; 2015-10-29 19:47:26; Honeypot hits in 3600 hash-collection seconds: 3; Cumulative honeypot hits for IP over all days: 6
120.85.202.13; 2015-10-29 19:47:26; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 1
112.94.185.30; 2015-10-29 19:47:27; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 1
115.198.114.147; 2015-10-29 19:55:16; Honeypot hits in 3600 hash-collection seconds: 9; Cumulative honeypot hits for IP over all days: 60
122.15.109.43; 2015-10-29 19:59:08; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 16
71.118.18.242; 2015-10-29 19:59:16; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 3
14.37.183.111; 2015-10-29 20:00:53; Honeypot hits in 3600 hash-collection seconds: 7; Cumulative honeypot hits for IP over all days: 94
80.82.78.27; 2015-10-29 20:06:21; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 511
181.175.78.186; 2015-10-29 20:10:17; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 9
183.108.94.247; 2015-10-29 20:12:33; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 3
217.23.7.173; 2015-10-29 20:18:08; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 7573
64.125.239.26; 2015-10-29 20:27:14; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 25
5.143.195.110; 2015-10-29 20:28:54; Honeypot hits in 3600 hash-collection seconds: 7; Cumulative honeypot hits for IP over all days: 43
219.144.174.144; 2015-10-29 20:39:19; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 1
222.91.90.7; 2015-10-29 20:39:30; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 1
117.22.187.198; 2015-10-29 20:39:30; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 1
124.114.170.72; 2015-10-29 20:39:34; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 1
124.114.173.120; 2015-10-29 20:39:41; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 1
113.135.97.104; 2015-10-29 20:39:42; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 3
106.45.62.172; 2015-10-29 20:53:58; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 3
222.186.21.60; 2015-10-29 20:55:22; Honeypot hits in 3600 hash-collection seconds: 16; Cumulative honeypot hits for IP over all days: 631
179.50.4.26; 2015-10-29 21:00:26; Honeypot hits in 3600 hash-collection seconds: 3; Cumulative honeypot hits for IP over all days: 18
185.56.82.10; 2015-10-29 21:13:43; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 36420
221.194.44.151; 2015-10-29 21:13:52; Honeypot hits in 3600 hash-collection seconds: 5; Cumulative honeypot hits for IP over all days: 34
103.243.107.56; 2015-10-29 21:15:16; Honeypot hits in 3600 hash-collection seconds: 5; Cumulative honeypot hits for IP over all days: 196
123.178.29.76; 2015-10-29 21:16:55; Honeypot hits in 3600 hash-collection seconds: 10; Cumulative honeypot hits for IP over all days: 119
159.122.142.136; 2015-10-29 21:18:22; Honeypot hits in 3600 hash-collection seconds: 11; Cumulative honeypot hits for IP over all days: 66
80.82.78.8; 2015-10-29 21:32:38; Honeypot hits in 3600 hash-collection seconds: 9; Cumulative honeypot hits for IP over all days: 18294
46.183.219.66; 2015-10-29 21:35:22; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 4
218.161.28.95; 2015-10-29 21:36:32; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 3
189.155.52.150; 2015-10-29 21:42:20; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 1
61.160.247.231; 2015-10-29 21:51:43; Honeypot hits in 3600 hash-collection seconds: 3; Cumulative honeypot hits for IP over all days: 176
176.58.114.138; 2015-10-29 22:04:54; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 1
192.210.198.226; 2015-10-29 22:08:41; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 1
27.254.96.92; 2015-10-29 22:14:15; Honeypot hits in 3600 hash-collection seconds: 4; Cumulative honeypot hits for IP over all days: 212
103.27.124.149; 2015-10-29 22:15:47; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 1
187.158.90.239; 2015-10-29 22:16:25; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 3
115.231.234.97; 2015-10-29 22:18:37; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 10
184.105.247.208; 2015-10-29 22:19:53; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 42
184.105.247.196; 2015-10-29 22:20:54; Honeypot hits in 3600 hash-collection seconds: 4; Cumulative honeypot hits for IP over all days: 1432
120.2.138.166; 2015-10-29 22:22:24; Honeypot hits in 3600 hash-collection seconds: 10; Cumulative honeypot hits for IP over all days: 55
189.102.166.130; 2015-10-29 22:23:26; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 3
27.21.27.224; 2015-10-29 22:24:35; Honeypot hits in 3600 hash-collection seconds: 4; Cumulative honeypot hits for IP over all days: 10
212.184.57.190; 2015-10-29 22:24:37; Honeypot hits in 3600 hash-collection seconds: 27; Cumulative honeypot hits for IP over all days: 1867
222.186.42.11; 2015-10-29 22:25:34; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 183
192.227.222.120; 2015-10-29 22:31:38; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 20
179.155.190.74; 2015-10-29 22:31:40; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 3
192.227.181.134; 2015-10-29 22:32:32; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 4
23.94.156.6; 2015-10-29 22:32:32; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 4
139.162.158.126; 2015-10-29 22:38:28; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 1
40.127.98.212; 2015-10-29 22:43:48; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 22
64.125.239.75; 2015-10-29 22:59:14; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 26
80.82.79.73; 2015-10-29 22:59:26; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 17
84.95.48.111; 2015-10-29 23:04:37; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 3
198.12.80.106; 2015-10-29 23:07:08; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 3
36.230.39.98; 2015-10-29 23:07:25; Honeypot hits in 3600 hash-collection seconds: 10; Cumulative honeypot hits for IP over all days: 55
113.108.21.16; 2015-10-29 23:10:06; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 14150
183.60.48.25; 2015-10-29 23:10:14; Honeypot hits in 3600 hash-collection seconds: 4; Cumulative honeypot hits for IP over all days: 20717
121.12.127.94; 2015-10-29 23:12:59; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 56
124.158.212.202; 2015-10-29 23:31:53; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 1
24.96.43.159; 2015-10-29 23:33:14; Honeypot hits in 3600 hash-collection seconds: 1; Cumulative honeypot hits for IP over all days: 5
187.20.202.100; 2015-10-29 23:34:39; Honeypot hits in 3600 hash-collection seconds: 2; Cumulative honeypot hits for IP over all days: 3
